DEWP,TEMP,PRES,Iws,Is,Ir,hour_sin,hour_cos,pm2_1,pm2_24,pm2_24_mean
21,22.0,995.0,42.91,0,3,-0.8660254037844386,0.5000000000000001,56.0,73.0,52.708333333333336
21,23.0,995.0,1.79,0,0,-0.7071067811865477,0.7071067811865474,22.0,72.0,50.583333333333336
22,23.0,996.0,6.71,0,0,-0.5000000000000004,0.8660254037844384,20.0,47.0,48.416666666666664
21,22.0,995.0,0.89,0,0,-0.25881904510252157,0.9659258262890681,33.0,60.0,47.833333333333336
21,23.0,995.0,1.79,0,0,0.0,1.0,43.0,62.0,47.125
21,23.0,995.0,4.92,0,0,0.25881904510252074,0.9659258262890683,25.0,66.0,45.583333333333336
21,23.0,994.0,0.89,0,0,0.49999999999999994,0.8660254037844387,33.0,73.0,44.208333333333336
21,22.0,994.0,1.79,0,0,0.7071067811865475,0.7071067811865476,45.0,61.0,43.041666666666664
21,21.0,994.0,3.58,0,0,0.8660254037844386,0.5000000000000001,54.0,52.0,42.75
21,21.0,995.0,4.47,0,0,0.9659258262890683,0.25881904510252074,49.0,48.0,42.625
21,21.0,995.0,0.89,0,0,1.0,6.123233995736766e-17,47.0,47.0,42.583333333333336
21,22.0,995.0,1.79,0,0,0.9659258262890683,-0.25881904510252063,61.0,52.0,43.166666666666664
22,22.0,995.0,1.79,0,0,0.8660254037844387,-0.49999999999999983,79.0,42.0,44.291666666666664
22,24.0,995.0,1.79,0,0,0.7071067811865476,-0.7071067811865475,86.0,33.0,46.125
23,26.0,995.0,1.79,0,0,0.49999999999999994,-0.8660254037844387,101.0,35.0,48.958333333333336
22,27.0,994.0,0.89,0,0,0.258819045102521,-0.9659258262890682,96.0,35.0,51.5
23,28.0,994.0,3.13,0,0,1.2246467991473532e-16,-1.0,95.0,36.0,54.0
24,30.0,993.0,4.92,0,0,-0.2588190451025208,-0.9659258262890683,87.0,30.0,56.125
23,29.0,994.0,1.79,0,0,-0.4999999999999998,-0.8660254037844388,65.0,46.0,57.583333333333336
21,29.0,993.0,1.79,0,0,-0.7071067811865471,-0.7071067811865479,76.0,53.0,58.833333333333336
23,31.0,993.0,3.13,0,0,-0.8660254037844384,-0.5000000000000004,80.0,63.0,59.958333333333336
23,31.0,993.0,1.79,0,0,-0.9659258262890683,-0.25881904510252063,87.0,67.0,60.958333333333336
24,29.0,994.0,4.92,0,0,-1.0,-1.8369701987210297e-16,88.0,56.0,61.833333333333336
24,25.0,995.0,4.02,0,0,-0.9659258262890684,0.2588190451025203,94.0,56.0,63.416666666666664
23,24.0,995.0,7.15,0,0,-0.8660254037844386,0.5000000000000001,61.0,22.0,63.625
22,25.0,995.0,10.28,0,0,-0.7071067811865477,0.7071067811865474,47.0,20.0,64.66666666666667
22,23.0,996.0,1.79,0,0,-0.5000000000000004,0.8660254037844384,29.0,33.0,65.04166666666667
21,23.0,996.0,1.79,0,0,-0.25881904510252157,0.9659258262890681,24.0,43.0,64.66666666666667
21,23.0,996.0,0.89,0,0,0.0,1.0,28.0,25.0,64.04166666666667
21,22.0,996.0,0.89,0,0,0.25881904510252074,0.9659258262890683,28.0,33.0,64.16666666666667
21,23.0,996.0,0.89,0,0,0.49999999999999994,0.8660254037844387,20.0,45.0,63.625
21,22.0,996.0,1.79,0,0,0.7071067811865475,0.7071067811865476,19.0,54.0,62.541666666666664
21,22.0,997.0,3.58,0,0,0.8660254037844386,0.5000000000000001,25.0,49.0,61.333333333333336
21,21.0,997.0,5.37,0,0,0.9659258262890683,0.25881904510252074,19.0,47.0,60.083333333333336
21,22.0,997.0,7.16,0,0,1.0,6.123233995736766e-17,27.0,61.0,59.25
22,24.0,998.0,10.29,0,0,0.9659258262890683,-0.25881904510252063,19.0,79.0,57.5
22,26.0,998.0,3.13,0,0,0.8660254037844387,-0.49999999999999983,24.0,86.0,55.208333333333336
22,27.0,998.0,4.92,0,0,0.7071067811865476,-0.7071067811865475,20.0,101.0,52.458333333333336
22,29.0,998.0,1.79,0,0,0.49999999999999994,-0.8660254037844387,20.0,96.0,49.083333333333336
21,29.0,998.0,0.89,0,0,0.258819045102521,-0.9659258262890682,55.0,95.0,47.375
21,31.0,998.0,1.79,0,0,1.2246467991473532e-16,-1.0,57.0,87.0,45.791666666666664
20,32.0,997.0,4.92,0,0,-0.2588190451025208,-0.9659258262890683,35.0,65.0,43.625
21,29.0,998.0,3.13,0,1,-0.4999999999999998,-0.8660254037844388,35.0,76.0,42.375
22,31.0,997.0,0.89,0,0,-0.7071067811865471,-0.7071067811865479,20.0,80.0,40.041666666666664
20,32.0,997.0,1.78,0,0,-0.8660254037844384,-0.5000000000000004,13.0,87.0,37.25
21,32.0,997.0,3.13,0,0,-0.9659258262890683,-0.25881904510252063,9.0,88.0,34.0
19,28.0,998.0,5.81,0,0,-1.0,-1.8369701987210297e-16,9.0,94.0,30.708333333333332
19,27.0,999.0,3.13,0,0,-0.9659258262890684,0.2588190451025203,16.0,61.0,27.458333333333332
20,26.0,1002.0,1.79,0,0,-0.5000000000000004,0.8660254037844384,14.0,47.0,25.5
20,25.0,1002.0,3.58,0,0,-0.25881904510252157,0.9659258262890681,17.0,29.0,24.25
20,25.0,1002.0,5.37,0,0,0.0,1.0,16.0,24.0,23.708333333333332
21,23.0,1002.0,6.26,0,0,0.25881904510252074,0.9659258262890683,29.0,28.0,23.916666666666668
21,23.0,1002.0,0.89,0,0,0.49999999999999994,0.8660254037844387,26.0,28.0,23.833333333333332
20,23.0,1002.0,1.79,0,0,0.7071067811865475,0.7071067811865476,18.0,20.0,23.416666666666668
20,22.0,1003.0,3.58,0,0,0.8660254037844386,0.5000000000000001,17.0,19.0,23.291666666666668
20,22.0,1003.0,4.47,0,0,0.9659258262890683,0.25881904510252074,31.0,25.0,23.791666666666668
22,23.0,1003.0,1.79,0,0,1.0,6.123233995736766e-17,25.0,19.0,23.791666666666668
22,24.0,1004.0,1.79,0,0,0.9659258262890683,-0.25881904510252063,33.0,27.0,24.375
20,26.0,1004.0,4.92,0,0,0.8660254037844387,-0.49999999999999983,25.0,19.0,24.291666666666668
19,27.0,1005.0,4.02,0,0,0.7071067811865476,-0.7071067811865475,22.0,24.0,24.416666666666668
20,28.0,1005.0,7.15,0,0,0.49999999999999994,-0.8660254037844387,15.0,20.0,24.041666666666668
18,29.0,1005.0,8.94,0,0,0.258819045102521,-0.9659258262890682,10.0,20.0,23.625
19,30.0,1004.0,0.89,0,0,1.2246467991473532e-16,-1.0,8.0,55.0,23.125
19,30.0,1004.0,1.78,0,0,-0.2588190451025208,-0.9659258262890683,7.0,57.0,21.125
19,30.0,1003.0,2.67,0,0,-0.4999999999999998,-0.8660254037844388,11.0,35.0,19.208333333333332
17,30.0,1003.0,3.56,0,0,-0.7071067811865471,-0.7071067811865479,14.0,35.0,18.333333333333332
19,30.0,1002.0,5.35,0,0,-0.8660254037844384,-0.5000000000000004,17.0,20.0,17.583333333333332
21,30.0,1002.0,3.13,0,0,-0.9659258262890683,-0.25881904510252063,28.0,13.0,17.916666666666668
19,29.0,1002.0,6.26,0,0,-1.0,-1.8369701987210297e-16,34.0,9.0,18.791666666666668
19,29.0,1003.0,10.28,0,0,-0.9659258262890684,0.2588190451025203,33.0,9.0,19.791666666666668
20,27.0,1003.0,12.07,0,0,-0.8660254037844386,0.5000000000000001,36.0,16.0,20.916666666666668
21,26.0,1004.0,0.89,0,0,-0.7071067811865477,0.7071067811865474,38.0,14.0,21.833333333333332
20,26.0,1004.0,1.78,0,0,-0.5000000000000004,0.8660254037844384,41.0,17.0,22.958333333333332
22,24.0,1004.0,0.89,0,0,-0.25881904510252157,0.9659258262890681,42.0,16.0,24.0
22,24.0,1004.0,1.78,0,0,0.0,1.0,38.0,29.0,24.916666666666668
22,23.0,1004.0,3.57,0,0,0.25881904510252074,0.9659258262890683,46.0,26.0,25.625
21,23.0,1004.0,0.45,0,0,0.49999999999999994,0.8660254037844387,47.0,18.0,26.5
21,22.0,1004.0,1.79,0,0,0.7071067811865475,0.7071067811865476,61.0,17.0,28.291666666666668
21,22.0,1004.0,1.79,0,0,0.8660254037844386,0.5000000000000001,57.0,31.0,29.958333333333332
20,23.0,1004.0,0.89,0,0,0.9659258262890683,0.25881904510252074,54.0,25.0,30.916666666666668
20,23.0,1004.0,1.78,0,0,1.0,6.123233995736766e-17,48.0,33.0,31.875
19,24.0,1005.0,2.67,0,0,0.9659258262890683,-0.25881904510252063,38.0,25.0,32.083333333333336
18,25.0,1005.0,3.13,0,0,0.8660254037844387,-0.49999999999999983,25.0,22.0,32.083333333333336
17,27.0,1005.0,7.15,0,0,0.7071067811865476,-0.7071067811865475,23.0,15.0,32.125
17,28.0,1005.0,10.28,0,0,0.49999999999999994,-0.8660254037844387,21.0,10.0,32.375
17,29.0,1005.0,1.79,0,0,0.258819045102521,-0.9659258262890682,19.0,8.0,32.75
16,29.0,1004.0,3.13,0,0,1.2246467991473532e-16,-1.0,17.0,7.0,33.125
16,31.0,1004.0,6.26,0,0,-0.2588190451025208,-0.9659258262890683,16.0,11.0,33.5
15,30.0,1003.0,8.05,0,0,-0.4999999999999998,-0.8660254037844388,14.0,14.0,33.625
15,30.0,1003.0,1.79,0,0,-0.7071067811865471,-0.7071067811865479,15.0,17.0,33.666666666666664
17,30.0,1002.0,3.13,0,0,-0.8660254037844384,-0.5000000000000004,15.0,28.0,33.583333333333336
16,29.0,1002.0,4.92,0,0,-0.9659258262890683,-0.25881904510252063,19.0,34.0,33.208333333333336
16,29.0,1002.0,6.71,0,0,-1.0,-1.8369701987210297e-16,15.0,33.0,32.416666666666664
17,28.0,1002.0,9.84,0,0,-0.9659258262890684,0.2588190451025203,19.0,36.0,31.833333333333332
17,26.0,1003.0,11.63,0,0,-0.8660254037844386,0.5000000000000001,33.0,38.0,31.708333333333332
18,25.0,1004.0,12.52,0,0,-0.7071067811865477,0.7071067811865474,34.0,41.0,31.541666666666668
18,24.0,1004.0,14.31,0,0,-0.5000000000000004,0.8660254037844384,31.0,42.0,31.125
18,25.0,1004.0,16.1,0,0,-0.25881904510252157,0.9659258262890681,39.0,38.0,31.0
19,23.0,1004.0,0.89,0,0,0.0,1.0,53.0,46.0,31.625
20,22.0,1004.0,1.79,0,0,0.25881904510252074,0.9659258262890683,63.0,47.0,32.333333333333336
20,22.0,1004.0,0.89,0,0,0.49999999999999994,0.8660254037844387,60.0,61.0,32.875
19,21.0,1004.0,0.89,0,0,0.7071067811865475,0.7071067811865476,63.0,57.0,32.958333333333336
19,20.0,1004.0,1.78,0,0,0.8660254037844386,0.5000000000000001,59.0,54.0,33.041666666666664
19,20.0,1005.0,3.57,0,0,0.9659258262890683,0.25881904510252074,48.0,48.0,32.791666666666664
19,21.0,1005.0,1.79,0,0,1.0,6.123233995736766e-17,52.0,38.0,32.958333333333336
20,24.0,1006.0,3.58,0,0,0.9659258262890683,-0.25881904510252063,54.0,25.0,33.625
18,26.0,1006.0,3.13,0,0,0.8660254037844387,-0.49999999999999983,50.0,23.0,34.666666666666664
19,28.0,1006.0,4.02,0,0,0.7071067811865476,-0.7071067811865475,32.0,21.0,35.041666666666664
19,29.0,1006.0,7.15,0,0,0.49999999999999994,-0.8660254037844387,29.0,19.0,35.375
19,31.0,1006.0,8.94,0,0,0.258819045102521,-0.9659258262890682,31.0,17.0,35.875
17,32.0,1005.0,1.79,0,0,1.2246467991473532e-16,-1.0,29.0,16.0,36.375
18,32.0,1005.0,0.89,0,0,-0.2588190451025208,-0.9659258262890683,32.0,14.0,37.041666666666664
15,33.0,1004.0,2.68,0,0,-0.4999999999999998,-0.8660254037844388,29.0,15.0,37.666666666666664
15,33.0,1004.0,4.47,0,0,-0.7071067811865471,-0.7071067811865479,25.0,15.0,38.083333333333336
15,33.0,1004.0,1.79,0,0,-0.8660254037844384,-0.5000000000000004,25.0,19.0,38.5
15,33.0,1004.0,3.58,0,0,-0.9659258262890683,-0.25881904510252063,26.0,15.0,38.791666666666664
14,32.0,1004.0,5.37,0,0,-1.0,-1.8369701987210297e-16,25.0,19.0,39.208333333333336
17,30.0,1004.0,8.5,0,0,-0.9659258262890684,0.2588190451025203,27.0,33.0,39.541666666666664
16,28.0,1005.0,10.29,0,0,-0.8660254037844386,0.5000000000000001,32.0,34.0,39.5
15,28.0,1006.0,14.31,0,0,-0.7071067811865477,0.7071067811865474,38.0,31.0,39.666666666666664
17,28.0,1006.0,17.44,0,0,-0.5000000000000004,0.8660254037844384,41.0,39.0,40.083333333333336
17,28.0,1006.0,20.57,0,0,-0.25881904510252157,0.9659258262890681,53.0,53.0,40.666666666666664
18,25.0,1007.0,23.7,0,0,0.0,1.0,58.0,63.0,40.875
19,25.0,1007.0,26.83,0,0,0.25881904510252074,0.9659258262890683,60.0,60.0,40.75
20,23.0,1007.0,28.62,0,0,0.49999999999999994,0.8660254037844387,84.0,63.0,41.75
19,23.0,1007.0,30.41,0,0,0.7071067811865475,0.7071067811865476,84.0,59.0,42.625
19,22.0,1007.0,32.2,0,0,0.8660254037844386,0.5000000000000001,86.0,48.0,43.75
19,21.0,1008.0,0.89,0,0,0.9659258262890683,0.25881904510252074,63.0,52.0,44.375
21,24.0,1008.0,1.34,0,0,1.0,6.123233995736766e-17,68.0,54.0,45.041666666666664
21,25.0,1009.0,1.79,0,0,0.9659258262890683,-0.25881904510252063,99.0,50.0,46.916666666666664
20,27.0,1009.0,0.89,0,0,0.8660254037844387,-0.49999999999999983,130.0,32.0,50.25
20,28.0,1009.0,1.78,0,0,0.7071067811865476,-0.7071067811865475,131.0,29.0,54.375
20,30.0,1009.0,2.67,0,0,0.49999999999999994,-0.8660254037844387,126.0,31.0,58.416666666666664
20,31.0,1008.0,1.79,0,0,0.258819045102521,-0.9659258262890682,112.0,29.0,61.791666666666664
19,32.0,1008.0,4.92,0,0,1.2246467991473532e-16,-1.0,90.0,32.0,64.33333333333333
16,33.0,1007.0,1.79,0,0,-0.2588190451025208,-0.9659258262890683,85.0,29.0,66.54166666666667
17,34.0,1007.0,3.58,0,0,-0.4999999999999998,-0.8660254037844388,76.0,25.0,68.5
17,34.0,1006.0,4.02,0,0,-0.7071067811865471,-0.7071067811865479,71.0,25.0,70.41666666666667
17,34.0,1006.0,7.15,0,0,-0.8660254037844384,-0.5000000000000004,62.0,26.0,71.95833333333333
16,33.0,1006.0,11.17,0,0,-0.9659258262890683,-0.25881904510252063,51.0,25.0,73.0
17,32.0,1007.0,16.09,0,0,-1.0,-1.8369701987210297e-16,45.0,27.0,73.83333333333333
17,31.0,1007.0,20.11,0,0,-0.9659258262890684,0.2588190451025203,52.0,32.0,74.875
18,29.0,1007.0,21.9,0,0,-0.8660254037844386,0.5000000000000001,46.0,38.0,75.45833333333333
18,28.0,1008.0,25.03,0,0,-0.7071067811865477,0.7071067811865474,50.0,41.0,75.95833333333333
18,29.0,1008.0,28.16,0,0,-0.5000000000000004,0.8660254037844384,56.0,53.0,76.58333333333333
17,27.0,1008.0,29.95,0,0,-0.25881904510252157,0.9659258262890681,55.0,58.0,76.66666666666667
17,27.0,1008.0,31.74,0,0,0.0,1.0,53.0,60.0,76.45833333333333
18,25.0,1009.0,0.45,0,0,0.25881904510252074,0.9659258262890683,60.0,84.0,76.45833333333333
19,25.0,1009.0,1.79,0,0,0.49999999999999994,0.8660254037844387,55.0,84.0,75.25
21,25.0,1009.0,4.92,0,0,0.7071067811865475,0.7071067811865476,61.0,86.0,74.29166666666667
21,24.0,1009.0,8.94,0,0,0.8660254037844386,0.5000000000000001,61.0,63.0,73.25
21,24.0,1009.0,12.07,0,0,0.9659258262890683,0.25881904510252074,80.0,68.0,73.95833333333333
22,24.0,1010.0,13.86,0,0,1.0,6.123233995736766e-17,114.0,99.0,75.875
22,25.0,1011.0,15.65,0,0,0.9659258262890683,-0.25881904510252063,110.0,130.0,76.33333333333333
22,26.0,1011.0,18.78,0,0,0.8660254037844387,-0.49999999999999983,94.0,131.0,74.83333333333333
22,27.0,1011.0,21.91,0,0,0.7071067811865476,-0.7071067811865475,108.0,126.0,73.875
22,29.0,1011.0,25.04,0,0,0.49999999999999994,-0.8660254037844387,95.0,112.0,72.58333333333333
21,30.0,1010.0,28.17,0,0,0.258819045102521,-0.9659258262890682,92.0,90.0,71.75
22,30.0,1010.0,31.3,0,0,1.2246467991473532e-16,-1.0,85.0,85.0,71.54166666666667
21,31.0,1009.0,34.43,0,0,-0.2588190451025208,-0.9659258262890683,79.0,76.0,71.29166666666667
21,32.0,1009.0,38.45,0,0,-0.4999999999999998,-0.8660254037844388,77.0,71.0,71.33333333333333
20,31.0,1008.0,45.6,0,0,-0.8660254037844384,-0.5000000000000004,76.0,62.0,71.54166666666667
20,31.0,1007.0,49.62,0,0,-0.9659258262890683,-0.25881904510252063,83.0,51.0,72.41666666666667
20,30.0,1007.0,53.64,0,0,-1.0,-1.8369701987210297e-16,75.0,45.0,73.41666666666667
20,29.0,1008.0,58.56,0,0,-0.9659258262890684,0.2588190451025203,79.0,52.0,74.83333333333333
21,28.0,1008.0,62.58,0,0,-0.8660254037844386,0.5000000000000001,79.0,46.0,75.95833333333333
21,27.0,1009.0,65.71,0,0,-0.7071067811865477,0.7071067811865474,107.0,50.0,78.5
21,26.0,1010.0,68.84,0,0,-0.5000000000000004,0.8660254037844384,64.0,56.0,79.08333333333333
21,25.0,1010.0,71.97,0,0,-0.25881904510252157,0.9659258262890681,72.0,55.0,79.75
22,25.0,1010.0,75.1,0,0,0.0,1.0,80.0,53.0,80.79166666666667
22,24.0,1010.0,81.36,0,0,0.49999999999999994,0.8660254037844387,89.0,60.0,82.29166666666667
22,24.0,1010.0,83.15,0,0,0.7071067811865475,0.7071067811865476,99.0,55.0,83.91666666666667
22,23.0,1010.0,84.94,0,0,0.8660254037844386,0.5000000000000001,99.0,61.0,85.75
21,23.0,1010.0,86.73,0,0,0.9659258262890683,0.25881904510252074,79.0,61.0,86.5
21,22.0,1010.0,89.86,0,0,1.0,6.123233995736766e-17,51.0,80.0,86.08333333333333
21,23.0,1010.0,91.65,0,0,0.9659258262890683,-0.25881904510252063,54.0,114.0,85.0
21,24.0,1010.0,93.44,0,0,0.8660254037844387,-0.49999999999999983,54.0,110.0,82.5
22,26.0,1010.0,95.23,0,0,0.7071067811865476,-0.7071067811865475,65.0,94.0,80.625
21,27.0,1009.0,97.02,0,0,0.49999999999999994,-0.8660254037844387,76.0,108.0,79.875
21,28.0,1009.0,1.79,0,0,0.258819045102521,-0.9659258262890682,81.0,95.0,78.75
21,29.0,1008.0,1.79,0,0,1.2246467991473532e-16,-1.0,90.0,92.0,78.54166666666667
21,29.0,1007.0,3.58,0,0,-0.2588190451025208,-0.9659258262890683,96.0,85.0,78.70833333333333
21,30.0,1007.0,6.71,0,0,-0.4999999999999998,-0.8660254037844388,99.0,79.0,79.29166666666667
21,30.0,1006.0,9.84,0,0,-0.7071067811865471,-0.7071067811865479,104.0,77.0,80.33333333333333
21,30.0,1006.0,12.97,0,0,-0.8660254037844384,-0.5000000000000004,103.0,76.0,81.41666666666667
22,30.0,1005.0,16.1,0,0,-0.9659258262890683,-0.25881904510252063,95.0,83.0,82.20833333333333
21,30.0,1005.0,19.23,0,0,-1.0,-1.8369701987210297e-16,98.0,75.0,82.83333333333333
21,29.0,1005.0,21.02,0,0,-0.9659258262890684,0.2588190451025203,88.0,79.0,83.375
22,28.0,1006.0,22.81,0,0,-0.8660254037844386,0.5000000000000001,105.0,79.0,84.45833333333333
22,27.0,1006.0,24.6,0,0,-0.7071067811865477,0.7071067811865474,106.0,107.0,85.58333333333333
22,27.0,1007.0,27.73,0,0,-0.5000000000000004,0.8660254037844384,100.0,64.0,85.29166666666667
22,26.0,1007.0,30.86,0,0,-0.25881904510252157,0.9659258262890681,100.0,72.0,86.79166666666667
22,26.0,1006.0,32.65,0,0,0.0,1.0,80.0,80.0,87.125
22,25.0,1007.0,34.44,0,0,0.25881904510252074,0.9659258262890683,82.0,89.0,87.20833333333333
22,25.0,1007.0,36.23,0,0,0.49999999999999994,0.8660254037844387,83.0,99.0,86.95833333333333
23,24.0,1006.0,0.89,0,0,0.7071067811865475,0.7071067811865476,92.0,99.0,86.66666666666667
22,24.0,1006.0,1.79,0,0,0.8660254037844386,0.5000000000000001,105.0,79.0,86.91666666666667
22,24.0,1007.0,3.58,0,0,0.9659258262890683,0.25881904510252074,120.0,51.0,88.625
22,24.0,1007.0,5.37,0,0,1.0,6.123233995736766e-17,124.0,54.0,91.66666666666667
23,24.0,1007.0,7.16,0,0,0.9659258262890683,-0.25881904510252063,123.0,54.0,94.54166666666667
23,25.0,1007.0,8.95,0,0,0.8660254037844387,-0.49999999999999983,116.0,65.0,97.125
23,26.0,1007.0,10.74,0,0,0.7071067811865476,-0.7071067811865475,126.0,76.0,99.66666666666667
23,27.0,1007.0,12.53,0,0,0.49999999999999994,-0.8660254037844387,132.0,81.0,102.0
23,28.0,1007.0,14.32,0,0,0.258819045102521,-0.9659258262890682,136.0,90.0,104.29166666666667
23,28.0,1006.0,16.11,0,0,1.2246467991473532e-16,-1.0,128.0,96.0,105.875
23,29.0,1006.0,17.9,0,0,-0.2588190451025208,-0.9659258262890683,130.0,99.0,107.29166666666667
23,30.0,1005.0,19.69,0,0,-0.4999999999999998,-0.8660254037844388,116.0,104.0,108.0
24,30.0,1004.0,21.48,0,0,-0.7071067811865471,-0.7071067811865479,115.0,103.0,108.45833333333333
23,31.0,1004.0,23.27,0,0,-0.8660254037844384,-0.5000000000000004,120.0,95.0,109.16666666666667
23,30.0,1004.0,26.4,0,0,-0.9659258262890683,-0.25881904510252063,126.0,98.0,110.45833333333333
24,30.0,1003.0,28.19,0,0,-1.0,-1.8369701987210297e-16,142.0,88.0,112.29166666666667
24,29.0,1004.0,29.98,0,0,-0.9659258262890684,0.2588190451025203,138.0,105.0,114.375
23,28.0,1004.0,0.89,0,0,-0.8660254037844386,0.5000000000000001,133.0,106.0,115.54166666666667
23,28.0,1005.0,1.79,0,0,-0.7071067811865477,0.7071067811865474,124.0,100.0,116.29166666666667
24,27.0,1004.0,2.68,0,0,-0.5000000000000004,0.8660254037844384,138.0,100.0,117.875
23,28.0,1004.0,5.81,0,0,-0.25881904510252157,0.9659258262890681,132.0,80.0,119.20833333333333
24,27.0,1005.0,7.6,0,0,0.0,1.0,146.0,82.0,121.95833333333333
24,27.0,1004.0,9.39,0,0,0.25881904510252074,0.9659258262890683,160.0,83.0,125.20833333333333
24,27.0,1004.0,11.18,0,0,0.49999999999999994,0.8660254037844387,173.0,92.0,128.95833333333334
24,26.0,1004.0,12.97,0,0,0.7071067811865475,0.7071067811865476,167.0,105.0,132.08333333333334
24,25.0,1005.0,14.76,0,0,0.8660254037844386,0.5000000000000001,179.0,120.0,135.16666666666666
24,25.0,1005.0,16.55,0,0,0.9659258262890683,0.25881904510252074,187.0,124.0,137.95833333333334
24,25.0,1005.0,0.89,0,0,1.0,6.123233995736766e-17,195.0,123.0,140.91666666666666
24,26.0,1005.0,1.79,0,0,0.9659258262890683,-0.25881904510252063,197.0,116.0,144.0
24,27.0,1006.0,3.58,0,0,0.8660254037844387,-0.49999999999999983,202.0,126.0,147.58333333333334
24,28.0,1006.0,0.89,0,0,0.7071067811865476,-0.7071067811865475,206.0,132.0,150.91666666666666
24,28.0,1005.0,1.79,0,0,0.49999999999999994,-0.8660254037844387,205.0,136.0,153.95833333333334
25,30.0,1005.0,1.79,0,0,0.258819045102521,-0.9659258262890682,212.0,128.0,157.125
24,31.0,1005.0,4.92,0,0,1.2246467991473532e-16,-1.0,222.0,130.0,161.04166666666666
25,32.0,1004.0,8.05,0,0,-0.2588190451025208,-0.9659258262890683,226.0,116.0,165.04166666666666
25,32.0,1004.0,11.18,0,0,-0.4999999999999998,-0.8660254037844388,259.0,115.0,171.0
23,32.0,1003.0,16.1,0,0,-0.7071067811865471,-0.7071067811865479,220.0,120.0,175.375
24,32.0,1003.0,19.23,0,0,-0.8660254037844384,-0.5000000000000004,189.0,126.0,178.25
24,32.0,1003.0,23.25,0,0,-0.9659258262890683,-0.25881904510252063,197.0,142.0,181.20833333333334
24,31.0,1002.0,26.38,0,0,-1.0,-1.8369701987210297e-16,181.0,138.0,182.83333333333334
24,30.0,1003.0,28.17,0,0,-0.9659258262890684,0.2588190451025203,188.0,133.0,184.91666666666666
25,29.0,1004.0,29.96,0,0,-0.8660254037844386,0.5000000000000001,192.0,124.0,187.375
25,29.0,1004.0,31.75,0,0,-0.7071067811865477,0.7071067811865474,189.0,138.0,190.08333333333334
25,28.0,1004.0,33.54,0,0,-0.5000000000000004,0.8660254037844384,194.0,132.0,192.41666666666666
25,28.0,1004.0,35.33,0,0,-0.25881904510252157,0.9659258262890681,206.0,146.0,195.5
25,28.0,1004.0,37.12,0,0,0.0,1.0,219.0,160.0,198.54166666666666
25,27.0,1004.0,38.91,0,0,0.25881904510252074,0.9659258262890683,240.0,173.0,201.875
25,26.0,1004.0,40.7,0,0,0.49999999999999994,0.8660254037844387,239.0,167.0,204.625
25,26.0,1004.0,42.49,0,0,0.7071067811865475,0.7071067811865476,246.0,179.0,207.91666666666666
25,26.0,1003.0,44.28,0,0,0.8660254037844386,0.5000000000000001,227.0,187.0,209.91666666666666
25,26.0,1003.0,46.07,0,0,0.9659258262890683,0.25881904510252074,198.0,195.0,210.375
25,26.0,1004.0,49.2,0,0,1.0,6.123233995736766e-17,174.0,197.0,209.5
25,27.0,1004.0,52.33,0,0,0.9659258262890683,-0.25881904510252063,185.0,202.0,209.0
25,27.0,1004.0,54.12,0,0,0.8660254037844387,-0.49999999999999983,192.0,206.0,208.58333333333334
25,28.0,1004.0,57.25,0,0,0.7071067811865476,-0.7071067811865475,233.0,205.0,209.70833333333334
25,28.0,1004.0,60.38,0,0,0.49999999999999994,-0.8660254037844387,256.0,212.0,211.83333333333334
25,28.0,1004.0,62.17,0,1,0.258819045102521,-0.9659258262890682,278.0,222.0,214.58333333333334
25,28.0,1003.0,63.96,0,2,1.2246467991473532e-16,-1.0,283.0,226.0,217.125
25,27.0,1002.0,3.13,0,3,-0.2588190451025208,-0.9659258262890683,293.0,259.0,219.91666666666666
25,27.0,1001.0,7.15,0,4,-0.4999999999999998,-0.8660254037844388,318.0,220.0,222.375
24,24.0,1001.0,11.17,0,5,-0.7071067811865471,-0.7071067811865479,299.0,189.0,225.66666666666666
23,24.0,1000.0,14.3,0,6,-0.8660254037844384,-0.5000000000000004,164.0,197.0,224.625
23,24.0,1000.0,18.32,0,7,-0.9659258262890683,-0.25881904510252063,31.0,181.0,217.70833333333334
24,24.0,1000.0,21.45,0,9,-1.0,-1.8369701987210297e-16,46.0,188.0,212.08333333333334
23,23.0,1001.0,8.94,0,12,-0.9659258262890684,0.2588190451025203,95.0,192.0,208.20833333333334
24,24.0,1000.0,0.89,0,15,-0.8660254037844386,0.5000000000000001,23.0,189.0,201.16666666666666
23,23.0,999.0,1.79,0,16,-0.7071067811865477,0.7071067811865474,29.0,194.0,194.5
23,23.0,999.0,0.89,0,17,-0.5000000000000004,0.8660254037844384,21.0,206.0,187.29166666666666
23,23.0,999.0,1.79,0,18,-0.25881904510252157,0.9659258262890681,26.0,219.0,179.79166666666666
23,23.0,998.0,3.13,0,19,0.0,1.0,23.0,240.0,171.625
23,23.0,997.0,6.26,0,20,0.25881904510252074,0.9659258262890683,28.0,239.0,162.79166666666666
23,23.0,997.0,7.15,0,22,0.49999999999999994,0.8660254037844387,23.0,246.0,153.79166666666666
23,23.0,996.0,10.28,0,23,0.7071067811865475,0.7071067811865476,13.0,227.0,144.08333333333334
23,23.0,996.0,14.3,0,0,0.8660254037844386,0.5000000000000001,12.0,198.0,135.125
22,22.0,996.0,16.09,0,0,0.9659258262890683,0.25881904510252074,11.0,174.0,127.33333333333333
