,pm2.5
17270,111.0
17271,129.0
17272,161.0
17273,175.0
17274,173.0
17275,185.0
17276,190.0
17277,202.0
17278,200.0
17279,190.0
17280,184.0
17281,193.0
17282,176.0
17283,229.0
17284,203.0
17285,214.0
17286,253.0
17287,285.0
17288,286.0
17289,318.0
17290,324.0
17291,322.0
17292,293.0
17293,290.0
17294,270.0
17295,249.0
17296,230.0
17297,227.0
17298,220.0
17299,222.0
17300,209.0
17301,231.0
17302,262.0
17303,326.0
17304,347.0
17305,314.0
17306,268.0
17307,203.0
17308,192.0
17309,200.0
17310,208.0
17311,213.0
17312,235.0
17313,267.0
17314,278.0
17315,269.0
17316,165.0
17317,154.0
17318,112.0
17319,126.0
17320,113.0
17321,119.0
17322,132.0
17323,136.0
17324,121.0
17325,111.0
17326,120.0
17327,121.0
17328,110.0
17329,110.0
17330,113.0
17331,110.0
17332,110.0
17333,100.0
17334,83.0
17335,75.0
17336,132.0
17337,159.0
17338,151.0
17339,130.0
17340,93.0
17341,79.0
17342,79.0
17343,66.0
17344,77.0
17345,73.0
17346,72.0
17347,76.0
17348,101.0
17349,81.0
17350,91.0
17351,98.0
17352,94.0
17353,108.0
17354,107.0
17355,108.0
17356,117.0
17357,98.0
17358,112.0
17359,104.0
17360,106.0
17361,108.0
17362,107.0
17363,106.0
17364,113.0
17365,131.0
17366,170.0
17367,132.0
17368,122.0
17369,127.0
17370,114.0
17371,121.0
17372,149.0
17373,149.0
17374,143.0
17375,142.0
17376,124.0
17377,93.0
17378,104.0
17379,104.0
17380,97.0
17381,111.0
17382,143.0
17383,170.0
17384,189.0
17385,201.0
17386,200.0
17387,220.0
17388,229.0
17389,213.0
17390,172.0
17391,183.0
17392,179.0
17393,181.0
17394,182.0
17395,185.0
17396,176.0
17397,176.0
17398,166.0
17399,145.0
17400,130.0
17401,137.0
17402,148.0
17403,154.0
17404,150.0
17405,162.0
17406,177.0
17407,180.0
17408,97.0
17409,28.0
17410,24.0
17411,19.0
17412,20.0
17413,13.0
17414,12.0
17415,12.0
17416,16.0
17417,15.0
17418,20.0
17419,27.0
17420,17.0
17421,13.0
17422,17.0
17423,13.0
17424,14.0
17425,18.0
17426,14.0
17427,13.0
17428,18.0
17429,40.0
17430,42.0
17431,35.0
17432,50.0
17433,47.0
17434,33.0
17435,34.0
17436,38.0
17437,26.0
17438,14.0
17439,14.0
17440,11.0
17441,10.0
17442,21.0
17443,18.0
17444,17.0
17445,19.0
17446,20.0
17447,23.0
17448,17.0
17449,18.0
17450,16.0
17451,14.0
17452,14.0
17453,13.0
17454,12.0
17455,11.0
17456,12.0
17457,13.0
17458,11.0
17459,12.0
17460,11.0
17461,12.0
17462,14.0
17463,13.0
17464,13.0
17465,16.0
17466,21.0
17467,20.0
17468,18.0
17469,18.0
17470,19.0
17471,12.0
17472,19.0
17473,16.0
17474,17.0
17475,17.0
17476,18.0
17477,31.0
17478,37.0
17479,26.0
17480,18.0
17481,73.0
17482,102.0
17483,112.0
17484,93.0
17485,89.0
17486,93.0
17487,120.0
17488,119.0
17489,112.0
17490,127.0
17491,133.0
17492,140.0
17493,112.0
17494,82.0
17495,73.0
17496,77.0
17497,73.0
17498,68.0
17499,67.0
17500,69.0
17501,67.0
17502,67.0
17503,77.0
17504,89.0
17505,90.0
17506,93.0
17507,103.0
17508,89.0
17509,93.0
17510,85.0
17511,32.0
17512,28.0
17513,26.0
17514,24.0
17515,18.0
17516,21.0
17517,27.0
17518,22.0
17519,20.0
17520,14.0
17521,20.0
17522,10.0
17523,10.0
17524,9.0
17525,7.0
17526,7.0
17527,5.0
17528,4.0
17529,7.0
17530,6.0
17531,7.0
17532,17.0
17533,12.0
17534,11.0
17535,18.0
17536,12.0
17537,29.0
17538,18.0
17539,18.0
17540,13.0
17541,14.0
17542,16.0
17543,17.0
17544,20.0
17545,18.0
17546,26.0
17547,30.0
17548,30.0
17549,45.0
17550,50.0
17551,64.0
17552,72.0
17553,77.0
17554,84.0
17555,81.0
17556,86.0
17557,78.0
17558,79.0
17559,69.0
17560,95.0
17561,49.0
17562,46.0
17563,47.0
17564,28.0
17565,33.0
17566,41.0
17567,79.0
17568,64.0
17569,78.0
17570,86.0
17571,81.0
17572,83.0
17573,89.0
17574,96.0
17575,106.0
17576,106.0
17577,111.0
17578,123.0
17579,135.0
17580,142.0
17581,175.0
17582,175.0
17583,172.0
17584,180.0
17585,156.0
17586,160.0
17587,157.0
17588,170.0
17589,147.0
17590,127.0
17591,96.0
17592,75.0
17593,68.0
17594,63.0
17595,62.0
17596,81.0
17597,75.0
17598,26.0
17599,13.0
17600,10.0
17601,8.0
17602,12.0
17603,11.0
17604,9.0
17605,7.0
17606,7.0
17607,9.0
17608,17.0
17609,26.0
17610,24.0
17611,15.0
17612,19.0
17613,16.0
17614,26.0
17615,23.0
17616,77.0
17617,52.0
17618,70.0
17619,72.0
17620,65.0
17621,59.0
17622,55.0
17623,71.0
17624,62.0
17625,68.0
17626,54.0
17627,46.0
17628,54.0
17629,59.0
17630,60.0
17631,89.0
17632,65.0
17633,75.0
17634,76.0
17635,85.0
17636,84.0
17637,74.0
17638,68.0
17639,114.0
17640,137.0
17641,135.0
17642,148.0
17643,165.0
17644,170.0
17645,183.0
17646,176.0
17647,180.0
17648,187.0
17649,180.0
17650,181.0
17651,183.0
17652,186.0
17653,196.0
17654,222.0
17655,232.0
17656,263.0
17657,286.0
17658,293.0
17659,328.0
17660,335.0
17661,345.0
17662,360.0
17663,320.0
17664,272.0
17665,315.0
17666,318.0
17667,346.0
17668,334.0
17669,302.0
17670,310.0
17671,280.0
17672,250.0
17673,283.0
17674,268.0
17675,214.0
17676,201.0
17677,210.0
17678,185.0
17679,188.0
17680,175.0
17681,182.0
17682,191.0
17683,173.0
17684,184.0
17685,182.0
17686,181.0
17687,195.0
17688,245.0
17689,204.0
17690,211.0
17691,219.0
17692,185.0
17693,137.0
17694,120.0
17695,113.0
17696,107.0
17697,30.0
17698,21.0
17699,18.0
17700,25.0
17701,21.0
17702,17.0
17703,17.0
17704,16.0
17705,15.0
17706,15.0
17707,21.0
17708,26.0
17709,26.0
17710,39.0
17711,43.0
17712,39.0
17713,65.0
17714,76.0
17715,80.0
17716,86.0
17717,74.0
17718,68.0
17719,69.0
17720,64.0
17721,69.0
17722,75.0
17723,87.0
17724,100.0
17725,97.0
17726,102.0
17727,76.0
17728,66.0
17729,86.0
17730,114.0
17731,150.0
17732,143.0
17733,154.0
17734,128.0
17735,114.0
17736,101.0
17737,91.0
17738,100.0
17739,100.0
17740,100.0
17741,95.0
17742,106.0
17743,125.0
17744,137.0
17745,134.0
17746,142.0
17747,172.0
17748,166.0
17749,164.0
17750,162.0
17751,159.0
17752,155.0
17753,166.0
17754,158.0
17755,107.0
17756,101.0
17757,129.0
17758,143.0
17759,104.0
17760,90.0
17761,79.0
17762,82.0
17763,94.0
17764,126.0
17765,133.0
17766,163.0
17767,187.0
17768,202.0
17769,201.0
17770,188.0
17771,193.0
17772,180.0
17773,193.0
17774,217.0
17775,252.0
17776,252.0
17777,262.0
17778,280.0
17779,308.0
17780,327.0
17781,336.0
17782,259.0
17783,241.0
17784,338.0
17785,338.0
17786,347.0
17787,355.0
17788,356.0
17789,393.0
17790,398.0
17791,407.0
17792,378.0
17793,246.0
17794,260.0
17795,354.0
17796,269.0
17797,306.0
17798,306.0
17799,282.0
17800,212.0
17801,116.0
17802,107.0
17803,94.0
17804,77.0
17805,78.0
17806,64.0
17807,69.0
17808,107.0
17809,106.0
17810,91.0
17811,71.0
17812,57.0
17813,50.0
17814,39.0
17815,37.0
17816,41.0
17817,37.0
17818,40.0
17819,50.0
17820,54.0
17821,56.0
17822,67.0
17823,81.0
17824,79.0
17825,18.0
17826,22.0
17827,18.0
17828,28.0
17829,15.0
17830,15.0
17831,11.0
17832,8.0
17833,10.0
17834,9.0
17835,10.0
17836,24.0
17837,20.0
17838,16.0
17839,14.0
17840,18.0
17841,26.0
17842,27.0
17843,27.0
17844,16.0
17845,12.0
17846,15.0
17847,15.0
17848,13.0
17849,19.0
17850,16.0
17851,20.0
17852,12.0
17853,12.0
17854,12.0
17855,10.0
17856,17.0
17857,8.0
17858,11.0
17859,17.0
17860,21.0
17861,46.0
17862,45.0
17863,31.0
17864,40.0
17865,11.0
17866,13.0
17867,15.0
17868,13.0
17869,16.0
17870,25.0
17871,22.0
17872,21.0
17873,22.0
17874,20.0
17875,21.0
17876,27.0
17877,33.0
17878,35.0
17879,35.0
17880,37.0
17881,50.0
17882,68.0
17883,83.0
17884,93.0
17885,115.0
17886,124.0
17887,118.0
17888,130.0
17889,118.0
17890,126.0
17891,128.0
17892,136.0
17893,152.0
17894,156.0
17895,148.0
17896,129.0
17897,131.0
17898,131.0
17899,133.0
17900,138.0
17901,144.0
17902,148.0
17903,147.0
17904,135.0
17905,134.0
17906,146.0
17907,204.0
17908,238.0
17909,237.0
17910,280.0
17911,280.0
17912,283.0
17913,250.0
17914,261.0
17915,235.0
17916,161.0
17917,139.0
17918,131.0
17919,152.0
17920,119.0
17921,87.0
17922,72.0
17923,49.0
17924,27.0
17925,26.0
17926,32.0
17927,31.0
17928,34.0
17929,42.0
17930,41.0
17931,56.0
17932,72.0
17933,95.0
17934,131.0
17935,117.0
17936,26.0
17937,16.0
17938,18.0
17939,3.0
17940,5.0
17941,40.0
17942,78.0
17943,97.0
17944,96.0
17945,62.0
17946,61.0
17947,58.0
17948,51.0
17949,59.0
17950,57.0
17951,48.0
17952,48.0
17953,41.0
17954,37.0
17955,32.0
17956,38.0
17957,47.0
17958,45.0
17959,47.0
17960,54.0
17961,66.0
17962,60.0
17963,69.0
17964,77.0
17965,80.0
17966,77.0
17967,77.0
17968,79.0
17969,87.0
17970,78.0
17971,64.0
17972,50.0
17973,36.0
17974,30.0
17975,23.0
17976,17.0
17977,16.0
17978,13.0
17979,10.0
17980,8.0
17981,10.0
17982,18.0
17983,15.0
17984,10.0
17985,7.0
17986,10.0
17987,7.0
17988,5.0
17989,7.0
17990,8.0
17991,10.0
17992,11.0
17993,13.0
17994,20.0
17995,22.0
17996,13.0
17997,16.0
17998,8.0
17999,12.0
18000,19.0
18001,13.0
18002,20.0
18003,30.0
18004,32.0
18005,34.0
18006,37.0
18007,40.0
18008,42.0
18009,42.0
18010,33.0
18011,11.0
18012,10.0
18013,10.0
18014,11.0
18015,10.0
18016,17.0
18017,18.0
18018,14.0
18019,21.0
18020,20.0
18021,21.0
18022,24.0
18023,29.0
18024,26.0
18025,27.0
18026,24.0
18027,27.0
18028,54.0
18029,54.0
18030,52.0
18031,39.0
18032,57.0
18033,55.0
18034,71.0
18035,65.0
18036,57.0
18037,54.0
18038,53.0
18039,82.0
18040,90.0
18041,78.0
18042,76.0
18043,79.0
18044,63.0
18045,56.0
18046,49.0
18047,40.0
18048,43.0
18049,38.0
18050,36.0
18051,43.0
18052,47.0
18053,54.0
18054,44.0
18055,28.0
18056,41.0
18057,31.0
18058,35.0
18059,45.0
18060,36.0
18061,28.0
18062,35.0
18063,38.0
18064,49.0
18065,46.0
18066,60.0
18067,52.0
18068,48.0
18069,52.0
18070,55.0
18071,64.0
18072,58.0
18073,55.0
18074,61.0
18075,63.0
18076,12.0
18077,11.0
18078,11.0
18079,11.0
18080,10.0
18081,8.0
18082,7.0
18083,8.0
18084,15.0
18085,17.0
18086,32.0
18087,20.0
18088,24.0
18089,26.0
18090,28.0
18091,34.0
18092,24.0
18093,39.0
18094,35.0
18095,32.0
18096,27.0
18097,10.0
18098,18.0
18099,19.0
18100,15.0
18101,27.0
18102,25.0
18103,18.0
18104,25.0
18105,25.0
18106,9.0
18107,9.0
18108,30.0
18109,19.0
18110,10.0
18111,11.0
18112,32.0
18113,22.0
18114,21.0
18115,21.0
18116,14.0
18117,18.0
18118,22.0
18119,18.0
18120,10.0
18121,11.0
18122,11.0
18123,10.0
18124,11.0
18125,11.0
18126,11.0
18127,19.0
18128,22.0
18129,23.0
18130,11.0
18131,9.0
18132,11.0
18133,12.0
18134,8.0
18135,17.0
18136,14.0
18137,13.0
18138,13.0
18139,31.0
18140,22.0
18141,25.0
18142,13.0
18143,17.0
18144,17.0
18145,13.0
18146,16.0
18147,12.0
18148,13.0
18149,27.0
18150,15.0
18151,15.0
18152,20.0
18153,20.0
18154,17.0
18155,24.0
18156,36.0
18157,37.0
18158,38.0
18159,44.0
18160,51.0
18161,49.0
18162,37.0
18163,37.0
18164,35.0
18165,28.0
18166,24.0
18167,21.0
18168,20.0
18169,32.0
18170,36.0
18171,28.0
18172,18.0
18173,21.0
18174,23.0
18175,18.0
18176,14.0
18177,27.0
18178,42.0
18179,46.0
18180,53.0
18181,52.0
18182,58.0
18183,53.0
18184,56.0
18185,53.0
18186,54.0
18187,63.0
18188,80.0
18189,92.0
18190,81.0
18191,76.0
18192,95.0
18193,87.0
18194,83.0
18195,124.0
18196,171.0
18197,151.0
18198,147.0
18199,160.0
18200,154.0
18201,123.0
18202,93.0
18203,92.0
18204,49.0
18205,42.0
18206,35.0
18207,33.0
18208,24.0
18209,91.0
18210,42.0
18211,20.0
18212,18.0
18213,23.0
18214,23.0
18215,22.0
18216,66.0
18217,17.0
18218,16.0
18219,27.0
18220,31.0
18221,47.0
18222,49.0
18223,63.0
18224,79.0
18225,80.0
18226,100.0
18227,111.0
18228,148.0
18229,150.0
18230,164.0
18231,164.0
18232,181.0
18233,183.0
18234,170.0
18235,171.0
18236,160.0
18237,163.0
18238,138.0
18239,119.0
18240,99.0
18241,108.0
18242,90.0
18243,70.0
18244,73.0
18245,79.0
18246,91.0
18247,81.0
18248,80.0
18249,91.0
18250,101.0
18251,107.0
18252,104.0
18253,94.0
18254,72.0
18255,68.0
18256,41.0
18257,45.0
18258,50.0
18259,62.0
18260,60.0
18261,54.0
18262,56.0
18263,56.0
18264,50.0
18265,49.0
18266,38.0
18267,32.0
18268,32.0
18269,51.0
18270,55.0
18271,37.0
18272,38.0
18273,13.0
18274,12.0
18275,9.0
18276,6.0
18277,7.0
18278,8.0
18279,10.0
18280,10.0
18281,29.0
18282,15.0
18283,14.0
18284,14.0
18285,14.0
18286,18.0
18287,15.0
18288,9.0
18289,8.0
18290,43.0
18291,22.0
18292,32.0
18293,40.0
18294,39.0
18295,45.0
18296,52.0
18297,51.0
18298,33.0
18299,49.0
18300,46.0
18301,57.0
18302,68.0
18303,47.0
18304,13.0
18305,40.0
18306,22.0
18307,16.0
18308,22.0
18309,13.0
18310,22.0
18311,24.0
18312,18.0
18313,17.0
18314,10.0
18315,19.0
18316,29.0
18317,28.0
18318,33.0
18319,51.0
18320,56.0
18321,84.0
18322,80.0
18323,77.0
18324,89.0
18325,63.0
18326,90.0
18327,91.0
18328,91.0
18329,86.0
18330,85.0
18331,58.0
18332,46.0
18333,29.0
18334,25.0
18335,22.0
18336,14.0
18337,22.0
18338,19.0
18339,20.0
18340,24.0
18341,34.0
18342,47.0
18343,50.0
18344,44.0
18345,56.0
18346,56.0
18347,63.0
18348,72.0
18349,76.0
18350,92.0
18351,101.0
18352,112.0
18353,111.0
18354,89.0
18355,51.0
18356,49.0
18357,29.0
18358,34.0
18359,36.0
18360,31.0
18361,22.0
18362,22.0
18363,34.0
18364,51.0
18365,63.0
18366,69.0
18367,79.0
18368,86.0
18369,84.0
18370,80.0
18371,83.0
18372,106.0
18373,114.0
18374,119.0
18375,139.0
18376,112.0
18377,84.0
18378,52.0
18379,35.0
18380,29.0
18381,27.0
18382,28.0
18383,24.0
18384,16.0
18385,115.0
18386,93.0
18387,75.0
18388,66.0
18389,68.0
18390,73.0
18391,56.0
18392,60.0
18393,20.0
18394,9.0
18395,8.0
18396,7.0
18397,22.0
18398,17.0
18399,15.0
18400,22.0
18401,22.0
18402,22.0
18403,21.0
18404,23.0
18405,23.0
18406,23.0
18407,40.0
18408,47.0
18409,38.0
18410,48.0
18411,56.0
18412,56.0
18413,63.0
18414,61.0
18415,70.0
18416,64.0
18417,73.0
18418,80.0
18419,86.0
18420,90.0
18421,90.0
18422,95.0
18423,101.0
18424,108.0
18425,130.0
18426,127.0
18427,128.0
18428,138.0
18429,121.0
18430,235.0
18431,168.0
18432,136.0
18433,163.0
18434,184.0
18435,164.0
18436,127.0
18437,116.0
18438,108.0
18439,105.0
18440,113.0
18441,121.0
18442,136.0
18443,138.0
18444,140.0
18445,141.0
18446,140.0
18447,144.0
18448,142.0
18449,145.0
18450,155.0
18451,160.0
18452,174.0
18453,178.0
18454,202.0
18455,213.0
18456,222.0
18457,219.0
18458,221.0
18459,225.0
18460,229.0
18461,73.0
18462,51.0
18463,50.0
18464,59.0
18465,70.0
18466,59.0
18467,61.0
18468,69.0
18469,77.0
18470,85.0
18471,97.0
18472,100.0
18473,109.0
18474,102.0
18475,102.0
18476,122.0
18477,125.0
18478,139.0
18479,154.0
18480,156.0
18481,158.0
18482,152.0
18483,148.0
18484,151.0
18485,157.0
18486,159.0
18487,164.0
18488,170.0
18489,174.0
18490,169.0
18491,183.0
18492,176.0
18493,183.0
18494,185.0
18495,149.0
18496,143.0
18497,157.0
18498,172.0
18499,194.0
18500,205.0
18501,177.0
18502,149.0
18503,90.0
18504,65.0
18505,89.0
18506,110.0
18507,118.0
18508,98.0
18509,82.0
18510,100.0
18511,129.0
18512,142.0
18513,148.0
18514,151.0
18515,147.0
18516,167.0
18517,185.0
18518,184.0
18519,154.0
18520,155.0
18521,168.0
18522,155.0
18523,181.0
18524,206.0
18525,202.0
18526,185.0
18527,156.0
18528,149.0
18529,159.0
18530,185.0
18531,200.0
18532,192.0
18533,161.0
18534,147.0
18535,150.0
18536,157.0
18537,143.0
18538,131.0
18539,116.0
18540,115.0
18541,116.0
18542,113.0
18543,115.0
18544,132.0
18545,144.0
18546,160.0
18547,167.0
18548,167.0
18549,162.0
18550,172.0
18551,160.0
18552,195.0
18553,201.0
18554,216.0
18555,235.0
18556,247.0
18557,257.0
18558,245.0
18559,217.0
18560,199.0
18561,203.0
18562,191.0
18563,188.0
18564,190.0
18565,222.0
18566,235.0
18567,230.0
18568,248.0
18569,258.0
18570,266.0
18571,281.0
18572,279.0
18573,278.0
18574,268.0
18575,272.0
18576,277.0
18577,280.0
18578,288.0
18579,303.0
18580,298.0
18581,307.0
18582,268.0
18583,157.0
18584,183.0
18585,208.0
18586,207.0
18587,195.0
18588,174.0
18589,173.0
18590,179.0
18591,187.0
18592,132.0
18593,60.0
18594,40.0
18595,34.0
18596,44.0
18597,48.0
18598,37.0
18599,38.0
18600,35.0
18601,45.0
18602,41.0
18603,43.0
18604,46.0
18605,29.0
18606,14.0
18607,13.0
18608,11.0
18609,9.0
18610,9.0
18611,12.0
18612,11.0
18613,11.0
18614,11.0
18615,10.0
18616,11.0
18617,18.0
18618,16.0
18619,15.0
18620,17.0
18621,13.0
18622,15.0
18623,12.0
18624,11.0
18625,8.0
18626,4.0
18627,6.0
18628,37.0
18629,69.0
18630,120.0
18631,45.0
18632,34.0
18633,28.0
18634,35.0
18635,62.0
18636,81.0
18637,75.0
18638,50.0
18639,51.0
18640,48.0
18641,53.0
18642,65.0
18643,88.0
18644,83.0
18645,76.0
18646,76.0
18647,62.0
18648,53.0
18649,65.0
18650,72.0
18651,78.0
18652,144.0
18653,163.0
18654,176.0
18655,143.0
18656,152.0
18657,160.0
18658,148.0
18659,134.0
18660,112.0
18661,108.0
18662,114.0
18663,107.0
18664,126.0
18665,99.0
18666,55.0
18667,55.0
18668,41.0
18669,21.0
18670,29.0
18671,27.0
18672,30.0
18673,27.0
18674,30.0
18675,28.0
18676,30.0
18677,39.0
18678,41.0
18679,46.0
18680,72.0
18681,107.0
18682,141.0
18683,135.0
18684,108.0
18685,108.0
18686,98.0
18687,90.0
18688,79.0
18689,70.0
18690,83.0
18691,90.0
18692,106.0
18693,136.0
18694,114.0
18695,98.0
18696,97.0
18697,113.0
18698,160.0
18699,188.0
18700,183.0
18701,182.0
18702,203.0
18703,201.0
18704,195.0
18705,190.0
18706,194.0
18707,184.0
18708,224.0
18709,198.0
18710,198.0
18711,205.0
18712,205.0
18713,220.0
18714,200.0
18715,190.0
18716,166.0
18717,142.0
18718,141.0
18719,127.0
18720,120.0
18721,130.0
18722,176.0
18723,162.0
18724,170.0
18725,168.0
18726,121.0
18727,112.0
18728,107.0
18729,108.0
18730,111.0
18731,115.0
18732,122.0
18733,144.0
18734,166.0
18735,312.0
18736,174.0
18737,183.0
18738,179.0
18739,184.0
18740,168.0
18741,151.0
18742,155.0
18743,162.0
18744,189.0
18745,204.0
18746,227.0
18747,247.0
18748,256.0
18749,286.0
18750,267.0
18751,257.0
18752,259.0
18753,243.0
18754,210.0
18755,204.0
18756,215.0
18757,227.0
18758,186.0
18759,173.0
18760,163.0
18761,192.0
18762,280.0
18763,298.0
18764,199.0
18765,199.0
18766,156.0
18767,137.0
18768,78.0
18769,85.0
18770,112.0
18771,121.0
18772,78.0
18773,80.0
18774,74.0
18775,75.0
18776,72.0
18777,78.0
18778,91.0
18779,100.0
18780,115.0
18781,119.0
18782,120.0
18783,119.0
18784,124.0
18785,127.0
18786,118.0
18787,91.0
18788,85.0
18789,106.0
18790,90.0
18791,72.0
18792,68.0
18793,98.0
18794,90.0
18795,98.0
18796,114.0
18797,119.0
18798,126.0
18799,146.0
18800,139.0
18801,140.0
18802,112.0
18803,85.0
18804,80.0
18805,58.0
18806,61.0
18807,70.0
18808,57.0
18809,64.0
18810,57.0
18811,60.0
18812,46.0
18813,49.0
18814,45.0
18815,9.0
18816,18.0
18817,26.0
18818,19.0
18819,49.0
18820,91.0
18821,101.0
18822,99.0
18823,106.0
18824,123.0
18825,128.0
18826,132.0
18827,128.0
18828,90.0
18829,84.0
18830,82.0
18831,134.0
18832,133.0
18833,130.0
18834,145.0
18835,152.0
18836,137.0
18837,126.0
18838,126.0
18839,80.0
18840,98.0
18841,116.0
18842,217.0
18843,116.0
18844,45.0
18845,50.0
18846,77.0
18847,150.0
18848,76.0
18849,69.0
18850,85.0
18851,94.0
18852,89.0
18853,108.0
18854,72.0
18855,107.0
18856,32.0
18857,98.0
18858,87.0
18859,39.0
18860,47.0
18861,212.0
18862,286.0
18863,205.0
18864,121.0
18865,46.0
18866,43.0
18867,50.0
18868,66.0
18869,68.0
18870,61.0
18871,62.0
18872,70.0
18873,80.0
18874,79.0
18875,104.0
18876,90.0
18877,102.0
18878,100.0
18879,118.0
18880,132.0
18881,110.0
18882,284.0
18883,96.0
18884,113.0
18885,142.0
18886,180.0
18887,141.0
18888,136.0
18889,95.0
18890,79.0
18891,48.0
18892,58.0
18893,57.0
18894,57.0
18895,64.0
18896,61.0
18897,73.0
18898,98.0
18899,76.0
18900,78.0
18901,84.0
18902,84.0
18903,76.0
18904,64.0
18905,87.0
18906,75.0
18907,76.0
18908,97.0
18909,105.0
18910,96.0
18911,110.0
18912,146.0
18913,134.0
18914,113.0
18915,98.0
18916,84.0
18917,71.0
18918,65.0
18919,59.0
18920,77.0
18921,78.0
18922,76.0
18923,99.0
18924,91.0
18925,135.0
18926,120.0
18927,112.0
18928,109.0
18929,100.0
18930,81.0
18931,83.0
18932,73.0
18933,73.0
18934,71.0
18935,71.0
18936,57.0
18937,69.0
18938,80.0
18939,84.0
18940,77.0
18941,71.0
18942,95.0
18943,136.0
18944,105.0
18945,99.0
18946,105.0
18947,108.0
18948,125.0
18949,166.0
18950,154.0
18951,124.0
18952,146.0
18953,146.0
18954,99.0
18955,75.0
18956,65.0
18957,124.0
18958,102.0
18959,79.0
18960,82.0
18961,91.0
18962,96.0
18963,131.0
18964,125.0
18965,148.0
18966,142.0
18967,153.0
18968,163.0
18969,166.0
18970,184.0
18971,312.0
18972,195.0
18973,168.0
18974,166.0
18975,164.0
18976,160.0
18977,166.0
18978,177.0
18979,165.0
18980,171.0
18981,172.0
18982,164.0
18983,161.0
18984,164.0
18985,152.0
18986,204.0
18987,209.0
18988,228.0
18989,247.0
18990,265.0
18991,263.0
18992,207.0
18993,153.0
18994,152.0
18995,141.0
18996,144.0
18997,153.0
18998,137.0
18999,128.0
19000,126.0
19001,123.0
19002,116.0
19003,122.0
19004,142.0
19005,143.0
19006,144.0
19007,152.0
19008,153.0
19009,148.0
19010,149.0
19011,137.0
19012,138.0
19013,138.0
19014,152.0
19015,143.0
19016,139.0
19017,124.0
19018,123.0
19019,131.0
19020,128.0
19021,141.0
19022,149.0
19023,153.0
19024,135.0
19025,56.0
19026,51.0
19027,38.0
19028,28.0
19029,29.0
19030,78.0
19031,87.0
19032,80.0
19033,83.0
19034,85.0
19035,124.0
19036,122.0
19037,130.0
19038,121.0
19039,138.0
19040,157.0
19041,164.0
19042,170.0
19043,189.0
19044,186.0
19045,185.0
19046,193.0
19047,212.0
19048,191.0
19049,194.0
19050,124.0
19051,103.0
19052,100.0
19053,66.0
19054,55.0
19055,84.0
19056,78.0
19057,84.0
19058,164.0
19059,94.0
19060,99.0
19061,96.0
19062,83.0
19063,70.0
19064,70.0
19065,69.0
19066,69.0
19067,71.0
19068,61.0
19069,31.0
19070,26.0
19071,52.0
19072,53.0
19073,52.0
19074,50.0
19075,37.0
19076,33.0
19077,30.0
19078,16.0
19079,15.0
19080,14.0
19081,15.0
19082,26.0
19083,37.0
19084,37.0
19085,43.0
19086,44.0
19087,36.0
19088,47.0
19089,46.0
19090,51.0
19091,51.0
19092,41.0
19093,37.0
19094,33.0
19095,38.0
19096,42.0
19097,27.0
19098,38.0
19099,37.0
19100,28.0
19101,16.0
19102,22.0
19103,16.0
19104,19.0
19105,12.0
19106,22.0
19107,36.0
19108,31.0
19109,40.0
19110,51.0
19111,32.0
19112,43.0
19113,44.0
19114,18.0
19115,15.0
19116,15.0
19117,19.0
19118,25.0
19119,20.0
19120,22.0
19121,18.0
19122,24.0
19123,22.0
19124,30.0
19125,28.0
19126,33.0
19127,25.0
19128,27.0
19129,32.0
19130,38.0
19131,32.0
19132,28.0
19133,38.0
19134,40.0
19135,36.0
19136,44.0
19137,58.0
19138,50.0
19139,47.0
19140,58.0
19141,73.0
19142,73.0
19143,87.0
19144,102.0
19145,79.0
19146,92.0
19147,66.0
19148,67.0
19149,85.0
19150,54.0
19151,50.0
19152,42.0
19153,25.0
19154,27.0
19155,27.0
19156,27.0
19157,34.0
19158,32.0
19159,28.0
19160,35.0
19161,45.0
19162,52.0
19163,55.0
19164,67.0
19165,69.0
19166,72.0
19167,85.0
19168,107.0
19169,106.0
19170,136.0
19171,134.0
19172,127.0
19173,125.0
19174,108.0
19175,122.0
19176,130.0
19177,138.0
19178,129.0
19179,136.0
19180,140.0
19181,146.0
19182,137.0
19183,139.0
19184,123.0
19185,136.0
19186,140.0
19187,150.0
19188,160.0
19189,151.0
19190,156.0
19191,159.0
19192,298.0
19193,164.0
19194,164.0
19195,162.0
19196,163.0
19197,154.0
19198,147.0
19199,136.0
19200,128.0
19201,137.0
19202,157.0
19203,164.0
19204,167.0
19205,165.0
19206,136.0
19207,123.0
19208,116.0
19209,119.0
19210,135.0
19211,155.0
19212,168.0
19213,170.0
19214,145.0
19215,93.0
19216,86.0
19217,75.0
19218,90.0
19219,102.0
19220,65.0
19221,61.0
19222,50.0
19223,61.0
19224,58.0
19225,68.0
19226,72.0
19227,117.0
19228,129.0
19229,132.0
19230,107.0
19231,85.0
19232,52.0
19233,19.0
19234,15.0
19235,17.0
19236,13.0
19237,13.0
19238,12.0
19239,10.0
19240,15.0
19241,12.0
19242,11.0
19243,17.0
19244,16.0
19245,15.0
19246,19.0
19247,23.0
19248,34.0
19249,30.0
19250,35.0
19251,40.0
19252,49.0
19253,51.0
19254,47.0
19255,51.0
19256,65.0
19257,80.0
19258,63.0
19259,52.0
19260,48.0
19261,33.0
19262,57.0
19263,33.0
19264,10.0
19265,6.0
19266,8.0
19267,6.0
19268,6.0
